"vehicle_id","num_obs"
"baebee53-a7a6-4620-928b-fbf78f9cd0e6","309"
"9b324f63-83a1-44d1-b08c-b6360d2eab22","308"
"4db07ac8-2d48-4faf-8a53-d0aacb705942","306"
"c508ef96-dedc-46c2-8a99-94c312732e3a","305"
"ff169c83-bb27-4c3b-9b67-a7bfd83031f1","305"
"3ac850f7-3f28-46ea-b26d-ca43c39fddf7","305"
"5b6f3759-7342-4850-b494-991b1a86fcac","305"
"33e08496-d8c9-4dc5-b57e-c39aee6eeb14","303"
"aac8560e-7976-4bcd-b3fe-57e628b0d102","303"
"afc5f642-de7e-4817-b5ae-a67ea01a9b38","303"
"146e68fe-6577-42f3-8b38-0b961a2eb3c0","302"
"13ade474-8cde-489f-ad16-e93c3c30c6d8","301"
"6a859bf5-cdcd-41fa-971f-bdafb64f66c2","300"
"cb7806ed-c1e5-47d1-9544-7ae1b23f3a98","300"
"d42c251c-f680-4412-b7dc-9ddd5e88c1f1","300"
"9122e356-50a8-4ce9-a8e4-1fa39550b615","300"
"22d179e1-0b8d-4d9c-9457-8f7bb68e86e2","300"
"f9935358-662c-4198-80eb-6d20d8c5ba4c","299"
"bf6baa64-cfb5-49a3-b98f-712d78a65f9b","298"
"48982e57-354e-4ffb-a6cc-8dd937fb77e3","298"
"8ce9093b-0b09-47de-a973-c6fb5ac51804","297"
"14c1c640-cff4-45b4-9c39-6afb34c958bb","297"
"81124dc5-26c7-4bcc-8d87-83ff85526701","297"
"bc5f80bf-891a-4a28-b6f6-7f24bf95739e","295"
"1dda2a56-1db3-4dca-810f-2e4a67029d16","295"
"4532108d-7c50-4f99-937d-4ac3edbddd4c","295"
"79608fb7-2739-4abb-8b49-c0f1d5c1431f","295"
"250bb9ac-f083-4196-8ef6-d689a4eaab21","293"
"42265864-c9a1-4c7c-a121-1155976f054d","291"
"7df02c38-e084-4da6-8370-00aa5d1ba789","290"
"b0828b80-e9c9-4d9a-8ff1-075a28422ce3","290"
"94110b50-1e36-48b1-bdd0-14aac5296e6f","289"
"117ff4e4-9b0b-40bb-b08f-8ad52467b0f0","289"
"9e92f7f6-eac7-43bf-bb60-491da8cdfa3d","289"
"9f3fc7e3-468b-4c86-b0e5-d7270eaa2286","288"
"72c7cd68-116c-4be9-9222-76011f846f8b","288"
"64035264-5ed3-417f-81c8-567f72c6f48a","288"
"22bd4b13-dcac-451a-b8ea-a3fe7efe40c2","287"
"34d0971e-cba5-4447-98cf-f07921f15f4a","284"
"5c08e560-5faa-436b-93a0-d0788737baba","283"
"5010498f-3f31-4310-94de-b9d0e7ff166c","283"
"6d9db1e4-027b-45f5-939a-72c49af0af2c","283"
"c149c8ab-1551-4b36-b915-a477a85f22bf","283"
"c2770d44-505e-4423-b63d-66c23102223c","283"
"1930aad2-c1a3-4e85-ab36-86ddc0e4d32e","282"
"ccd7c2a3-6272-4d0a-a259-9e06d2e7cc29","281"
"ccbca6dd-60f8-4daf-b88f-c35bdd3836b2","280"
"ed856671-6134-4c25-9679-03cc063bf9de","279"
"66a48409-4098-4732-82cd-8ce633b4b2a7","279"
"7f91a500-63f5-488e-9562-9365450557fd","277"
"a9a794c1-8c14-4162-ae08-5d9fbdbfb5a4","276"
"d819ae6b-3890-4370-8fff-7dc65cdbee62","275"
"ebc6eeef-040c-4cdc-8725-4d63d8f9fa47","275"
"8472e497-1bb8-4128-b00c-d919eda059cc","274"
"6314e905-00cc-4f16-85fd-ea6453e1f777","273"
"97c8a4c9-0a79-4293-bad3-6eb912f60065","272"
"77f01124-add0-46ee-a77a-03b172cbd8e7","271"
"d10f38a1-0e34-4162-a155-0616ebcc1707","270"
"6f74b4ce-5ba4-42d8-adfd-86eb03700f87","270"
"d654616e-8d5d-4f23-8a5a-f78b392dfa19","267"
"63a90b98-26bf-43b0-b043-32c20ac47778","266"
"6f35abb0-23fc-4f85-a324-717cab033e47","265"
"28e6fa51-3356-4dd9-9f0e-3f2699ad7909","265"
"e84df82b-4a66-4126-86cb-81a385cbd96e","264"
"ed68a8cf-74b8-4391-b786-6f8382f12458","263"
"c5d7f283-0b40-4f61-a5dd-f564edc7d89e","263"
"1d2e6614-6601-4636-9f2f-9a437d331c5f","263"
"a4454687-e063-4d8c-a760-5b07fe60b501","263"
"6ab5fc2c-1dab-4d5b-9a1c-f524bc7527eb","261"
"d6c4db82-76fd-4e55-9038-13465b65e23b","260"
"ede4a0a3-0fc8-42ab-b0a0-aa5d376092a8","260"
"9be39bd6-ccce-404f-844c-cedeced5f003","258"
"dc4498c4-669a-4cdb-ba8f-c7410a5d5ef5","258"
"dbe9101f-cd69-4090-8516-78a0b62ed132","256"
"798784da-2cef-4149-aee4-b2904d718b5c","256"
"cf64ecbd-4a95-4abf-9bfe-4c3250fefb66","256"
"0173ea19-9254-4d58-9e32-a4af4405b750","255"
"30cad8d9-b20b-4ac0-bf43-eff5d784dc39","254"
"ded90bb5-9c00-4908-8205-91bbc3d0728f","254"
"3beb1b6e-6798-4c97-8e02-eb8c85b34a56","254"
"525d012b-8dcd-4041-98f7-48e6894ae973","253"
"881148ab-890d-4c26-b33d-8a03702a2be2","253"
"17c09e37-f716-4fee-b91e-27405b4429f4","253"
"cf06b97a-28be-4752-b96b-eb252cd113be","252"
"b86f0bd4-016f-4a8d-8530-c8b73e6cf16b","252"
"a64d8d4a-153d-4e9a-b7be-a34f8871ef23","251"
"f815fffb-bed3-43fe-b971-cbabbdaf636b","251"
"86f0bf7e-50a9-43b4-857d-ceb354c1ad6a","250"
"8492e234-72cc-4fe6-a255-7c590ce9b115","250"
"b1a41cca-4b82-4595-8591-0c7c98c769c0","250"
"c2055dcd-a574-401e-9e8a-00736828e468","250"
"3181578f-6dbf-4477-86e9-dff4e18c3b61","250"
"811b256f-0100-47dd-8aea-72697d64b4eb","249"
"d7afe3ee-874d-4b7f-afac-f382fcc99cb6","248"
"ea0e573f-6395-4a1e-8fe0-abdb5b4df722","248"
"79dc03f5-9f66-47e2-9c12-8370c88abf6d","247"
"a6ffcd81-b813-479a-992b-7f04b77bc62b","247"
"a3fca318-763d-431b-ad3f-86db933b0a8f","247"
"d698ea83-26e7-46e0-9754-4357e8ac0116","247"
"69a2a92a-ab9b-4208-a77b-1b3e4bd7f3a8","247"
"c0542749-be86-48ae-acbb-ed2f6b153f50","246"
"c89eccff-e1a8-4534-9ee3-87f48534b0de","246"
"8ce091cc-963f-40a2-9aeb-6019c7c1549c","245"
"c793f8e8-d24d-4cab-8e31-61a995b3e3b6","245"
"a2ba6170-449d-42e2-ba3b-a965b27dcdb3","244"
"71b11f35-5e06-44bc-ac24-e177ab0c0a51","243"
"47f541d9-2f12-4df5-b78d-c809a6503c60","242"
"c3b3fb97-4ab2-4e8b-a534-fa78f6eef83b","241"
"62b8c131-25da-4949-9dce-c905413d219b","241"
"a95484f2-a961-4dd6-8ca7-f8691cd95a0b","240"
"37ad1e12-5369-4934-b2e0-24034cfe53b1","239"
"e050ddce-e43b-40c6-83ce-93a53c2e6ce4","239"
"008f0cf5-b27b-4f3e-bab1-49c115d4477a","238"
"9029839b-a6a0-49d9-bc60-99ae366faaef","238"
"6a79a071-3e69-41de-addb-1db7d6c1bcee","238"
"01f6ab61-0fd2-4b49-af9a-8a019614c42f","236"
"d2f48f68-3d7c-43e7-a1e2-4f7492aaa01b","236"
"8718bbc6-f25d-4961-acfa-c352a8c7358a","235"
"dc11809b-29b6-4ada-a71f-f063015e768d","234"
"95fc8c0b-9c4c-4ced-b8e6-c54ef5c82372","234"
"7f2e304d-7c6e-4dab-936e-e3bc4efb456c","232"
"bcd0c834-1f98-42b2-a54e-c718dbab0671","232"
"b121bada-1042-4ae8-8708-920eb206704e","231"
"3a407949-deae-4fe9-8628-6718c0158012","231"
"b2b6a171-9682-40d5-8fcd-ff8a2f4d0d78","230"
"5eeeb2c2-d41c-4fdf-8494-5e3623b48efc","230"
"e04609fb-1847-49e9-8165-d19950f853f2","229"
"8b4b5ad6-6a60-4960-9b94-240063234710","229"
"343f9b26-e7f5-4ea1-92cf-7309204ec892","229"
"e9b22472-0418-4090-89aa-c64e9605897e","228"
"379592b7-036d-4196-905c-ab47a166282a","228"
"10a3247d-ffd0-4129-82bf-ee2a9432539f","228"
"ae556dc0-3cee-4240-b0ac-a5364010684a","227"
"f6e89f19-7801-4156-939e-8c7a79afa7d0","227"
"042439e5-8bdc-4f10-af6a-1f4c4384e735","227"
"db12c31d-6895-41c3-ab0b-02a9820077e4","226"
"edb7ab1f-ae15-48c5-88bf-fd086bf86e68","226"
"e9d2eab6-72af-4999-97cb-ff22f1c52c3e","225"
"d8ec1577-ee45-49b7-b324-035c2dd65b55","225"
"4fc03c0e-dde0-4368-8ab9-ff1a1d1fb1a7","224"
"83385661-c8fd-4595-bd3f-531a53e48757","224"
"857fd350-af88-481f-ac7f-b4897ddc6366","224"
"ebf67cdd-e837-4cf6-90e4-bbad82a68c08","224"
"4efdaa29-572c-4e3c-bb75-3e6530681d23","224"
"38d54732-ee5c-466d-aa17-3a6343af6c1b","224"
"8c50d5dd-2182-4bab-b053-35561fa4b200","223"
"9f202fa5-bf3d-45f1-a3ab-2ffc869d8660","223"
"372d7cc5-5b82-4aff-a944-b47152e60ed2","223"
"150ec14e-793c-4377-8a8d-820486d1ec80","222"
"db490770-b01e-466f-a074-bcdbb401566b","221"
"2b192d1d-38e0-435a-93d7-e80940e9463a","221"
"a146fcae-b5a8-46cb-8598-072a25742566","220"
"ba85e05b-1486-4495-ba4d-6b29949df6ee","220"
"a7dd2f23-4465-4334-8360-f9d9e417f5c5","219"
"7bbb29c2-29da-4598-a7da-e16e0e3feeef","219"
"e0c1d1a3-2d06-4668-a00b-3b335aa1b1e8","219"
"b0bc5ee1-37a4-4ee5-ab0d-95fb48736d7b","218"
"58af532b-4b13-45a4-bac4-848c5418cfa3","218"
"051b642c-6339-4bb3-aedd-0e64196f83dc","217"
"4eb0b51a-1f48-4aed-890f-1b5426761da4","217"
"e0d9a900-3ffc-4aae-9d9b-1fc3fcbc0430","217"
"0e95a3b6-2e1d-4a8f-a528-bfdffcf68b5a","217"
"12245dfd-95bc-493e-942d-8d0040ed5e1a","216"
"138e1e08-2eb1-438e-99e9-f80ee4451dd0","216"
"963263be-9349-492d-93b0-7f2a6981e39d","215"
"3272192a-cb22-4481-898c-ec079f790403","215"
"9cdb4b91-5591-4372-99bb-d186a61dc89c","215"
"10e3143d-fafb-4609-9207-698f664ade70","214"
"b9c3f234-bce6-4691-ad72-d5376b6bd5ce","213"
"0ae77c0e-9735-4d1b-95b6-fe7fe8964977","213"
"11218eb4-9c71-4e78-a981-5152d82bbb94","212"
"445d4c3e-475b-441c-b892-97f9cd5c01e3","212"
"fac9bc94-fa5d-4cb4-b7ef-88c14d7b05db","211"
"c388f6df-ad5d-4424-8b0f-72a7e1565bd3","211"
"70528e00-68d3-4fcd-933a-4a696eaf73ac","211"
"a22ca1b8-3437-4c08-bac6-976f6e73282c","210"
"34901847-c0d1-4976-847a-4df84338e533","209"
"117bfe28-7b3f-465f-bb8c-20ab9639162c","209"
"d3815957-527e-40be-ac17-877c180a63a2","209"
"80a75c7d-7b13-4bd5-aee0-29b751136951","209"
"9f06c3ba-cbe7-4d26-8f9c-c65ddee2641b","208"
"cf856407-5c5c-474b-bbaa-3104202ae681","208"
"b05e6ad6-961c-4bf3-acd8-50d30671c220","208"
"e29a9283-76ea-4a49-bfef-b756b880aa1a","206"
"988c0eaa-01f9-4c3f-98ef-225a49384395","206"
"7d4926d0-86e6-4c5e-ba61-b6a55159d443","206"
"fd75483c-dc1a-4801-b670-da11da6b4544","206"
"188ba632-b596-4b8c-ab8c-1ed2a7b6c255","206"
"3a1ea9c7-dbb0-434e-a439-67e3e6a0f32c","206"
"fd673feb-ec7e-4834-a1c3-3aac755004aa","205"
"44a4e7e6-5d9d-415f-af89-bbba54e01ced","205"
"942d66c4-6cec-4255-a128-e5834556abca","205"
"141ddfbe-5c28-4daf-8f68-7fd1440a606a","205"
"aaae8859-bbeb-4d2e-933b-952bdefde014","205"
"15f8d90d-ed86-4f6a-a632-e1ba667cefab","205"
"4eb1423b-e737-4ef1-a1b5-dede416f8884","204"
"298547b7-7b04-427a-8239-a577ddd383a9","204"
"86ceae9c-6971-4cd5-b50f-c87b832b2f9a","203"
"79902789-e65d-4278-9836-d0a9440d7f49","203"
"05761f5f-b68c-4330-8c46-95fa48989c17","203"
"24827ce5-d9d3-4fca-ba5f-56a881bbee45","202"
"25ed47f4-395e-4ada-b01e-d179290dac5a","201"
"87834325-4d1e-42e0-bcee-536e8ea07715","201"
"bb49aca2-3f12-4a34-b37b-23d540b9b447","200"
"3b220d28-118c-471e-b677-b711156404d3","199"
"b6dab8cc-cccc-4bf7-b8bd-576f1e723fa6","199"
"358537ad-b7bb-4426-9427-665612a8d203","199"
"d36b7763-f11d-492b-a004-ef3ef5d1b84e","199"
"dc6ff43f-d879-439f-b7c6-8636cbf4e602","199"
"da478f77-bb7e-43a4-bc0c-a288be19d175","198"
"f70fca3b-0e0f-43c9-a8a0-72640606e394","198"
"c5379859-9af9-45c4-8621-a371d935a6d1","198"
"b4148b76-fd47-4555-a0cd-860a987afac0","198"
"91ffca42-0c8e-4634-8420-3ae00455a3b6","198"
"7c28130c-658f-41ae-b490-86701d4c3c13","198"
"8746342f-cf32-442a-86fb-de056ca06c4f","197"
"bf88e621-8805-4e39-87f1-3d49636b3bb1","197"
"cb3ee26b-91fa-4171-933a-81881f77e818","197"
"46717c4a-bdf8-4bde-b0aa-5190024ee66a","196"
"b9202475-9223-449e-878f-1d09c8c3f593","196"
"6b8d3a96-6284-4a85-826c-3317cd4dacd3","196"
"bddd472d-c3bb-4367-8c1a-1cb0f285e227","196"
"71b52b76-3e51-4b1a-950d-2e0c2b947a3e","195"
"3103a97f-47ec-4334-9e6b-2339e3fd0f53","195"
"830ee2f5-baec-4918-9fe1-416399d944b6","195"
"10090ce7-f808-4771-aa0e-fed352dcecc7","195"
"ed2f14eb-e00e-4c15-a2a4-400a45aa19b1","195"
"491f4d53-41a8-40b8-91a5-5f73ccce3bd0","195"
"e879ae23-2812-4466-b451-361669d99263","195"
"58b2ffa4-0023-4388-b771-43f42d258829","195"
"ab0985c8-4e8b-40a7-95f8-9e1fac8b3215","195"
"b18e16e2-4532-4a5d-8bce-54d21a54bf73","193"
"56c604d4-d1b7-4f3b-810a-bde9d2849651","193"
"8486b6af-4e0b-40e9-8ccb-f541592fe81a","193"
"cc41201a-aa44-4e92-811e-69c654e290f5","193"
"8d427884-6903-4de4-a55a-78e751e0a856","191"
"1472e344-9745-4b1f-b2b5-22819420b901","191"
"21a20253-7f13-4c8c-b7fc-d0b669cabd62","191"
"9e125d67-0c3f-40f1-be1c-a33247285e6f","191"
"9908c0ca-0693-4c6f-a4ae-d7da6f387f79","190"
"211d9b29-2f28-409f-8d47-f1e3a43a2537","190"
"a7477c38-dc65-47a6-98bf-46e8597ae618","190"
"b3a15cda-4b05-4890-bdbf-64333e01fac0","189"
"9b27388a-efe9-481c-9fa8-1a7cbc87502d","189"
"cf057eae-817f-4946-8962-00036c90b3fa","189"
"d2c2ee59-15f2-4aee-897e-1ed38526866f","189"
"27c973c6-7c27-417a-8136-7146578ef9a3","188"
"1aed2d1f-2958-49c7-97ce-9eb87a5084ac","188"
"98f4df6c-3ebf-43dc-904c-e4d7efa411ec","188"
"31522b61-cba7-4c9f-ad6b-3ffd1f58a6e9","188"
"cde9ddb2-48ed-4ea4-b4b6-83a5031e62c2","188"
"126d9020-2d71-4296-a3a3-3c150c7c7c71","188"
"c3226229-a746-4b8c-a5b0-071bc63a9bd3","187"
"4a9d0379-bd3c-439a-bb93-6b7ca5b208a0","187"
"a976f55f-26eb-4b7a-9ac1-01f33ba6a82d","187"
"802b2e11-d385-4744-ba85-d6dbd42c3c69","187"
"02eb5ba6-b42c-4031-aa95-258294ccfb1a","186"
"8f31006a-45a0-4c13-bb05-ce7c0d672510","186"
"89f4a2f7-2a18-4626-b411-59348493d0da","186"
"ba96b8e6-f5fd-4a05-933d-75ac7fa27e8e","186"
"3103bab2-05f7-451e-8316-72ac10f169cd","186"
"d74aad44-c228-4dda-bbba-4bf4f0384ac3","185"
"c065332a-1cb8-4b34-be3b-62b26227440e","185"
"a56cdf4c-ff6e-4345-90a4-77af4eca27d3","184"
"bca2bd14-de3d-46ac-83cd-fcd5bc9a65f2","184"
"3e506351-fecd-4c43-900a-5380db45e619","183"
"187db69f-0a33-4b20-8da1-8130c4bc4cf7","183"
"cbbfdc46-dc2f-4597-94cc-b95ad77cdb8b","183"
"e17b0e67-c8ee-4730-af46-7dd69333033f","183"
"d97a2c43-1eae-4cde-a4f4-599f126a666b","182"
"a241eaba-fd3c-4971-90fa-01b89c5acf84","182"
"9a1262d0-04da-4cda-a316-f0926e714ea3","182"
"cfb99942-77d2-44b8-a2c6-eaa9343b6514","181"
"f0f4d359-40e1-4beb-a0cc-6128dd2591ec","181"
"8f7d22bb-b77a-4c19-9447-3d3819d0eaca","181"
"4455e0aa-2d03-4f04-b369-dbe5c7b4fcb4","181"
"f21de909-179a-4b4e-9e26-7c7c4f9cd1d6","181"
"66741f4f-eecd-48a7-99bc-c4debe31f103","180"
"b220e437-e5f4-4b9f-9762-49c260cddbba","180"
"15ec0d57-2ae0-42f5-940e-708d7bdeff67","180"
"1b959e63-1521-4e2b-848e-58ed1c6f3ae8","180"
"b1310ae9-60e9-4f5f-aba7-2e0476c036e3","179"
"04f05b3f-2789-4563-8dde-a2ca0353897d","179"
"f14ba86a-f70a-408e-898b-a17d1e85a688","179"
"25d4be57-4d80-41d0-93f1-effd67b4ca70","179"
"9a2888bd-2ef5-494a-8b59-d8cfc98b4edc","178"
"241b41a7-8630-4ee5-9863-f7e4941b503d","178"
"c0c955ea-d90f-4aab-a38b-10c94e9b6398","178"
"6750db33-0d42-48b9-9530-e57a2a2eb879","178"
"8eb94e02-15fe-4c9a-b31f-05821926f727","178"
"224df12d-1d45-4330-9cb5-314db14f1d21","178"
"91a8869c-bb84-4079-a224-5f0cb82c5272","178"
"222a4d3d-3da2-4592-b286-867528b36086","177"
"fdb8fb8c-4498-4ceb-8942-4a97417b42bc","177"
"5912bd8b-6737-4c87-95d8-cea58ac781e3","177"
"abe54e4e-002b-476c-a784-47fa941b4639","176"
"ab8ff6a5-8eb4-4339-820d-0592ffb834c1","176"
"effcb44b-8378-4f76-869b-25871d3fd0db","176"
"523e95e6-6b84-405d-9f40-d5e6c2673b80","176"
"b4c5050c-e711-453b-9c73-3227ea95e601","176"
"aa46fcb2-7e55-4e42-a5f5-4a003a08b334","175"
"3e2f43a8-604f-4427-a470-eb826c9b8c0e","175"
"b981bd50-e496-40e8-8ea5-4668f3576e07","175"
"d3cb58a6-c374-4d6b-93ed-209b0e1a6e16","175"
"80c2fd3e-03c5-44cc-9311-080a9caa88bb","174"
